rate_hz,rcvbuf_requested,rcvbuf_actual,sndbuf_requested,sndbuf_actual,trial,sample_count,ok_count,parse_error_count,missing_delta_total,missing_rate,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,tx_status,rx_status,copy_status,run_validity,source_csv
140000,8000,16000,10000,20000,1,1399881,1399881,0,117,8.357853274671204e-05,0.0065020351051267924,0.006278,0.00787,0.008148,1.183367,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_10000_run1.csv
140000,8000,16000,10000,20000,2,1399944,1399944,0,54,3.857297149028818e-05,0.007207454194596355,0.007685,0.007982,0.008167,0.728628,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_10000_run2.csv
140000,8000,16000,10000,20000,3,1342563,1342563,0,57435,0.0427801153465424,0.05465007129050928,0.00637,0.008056,0.012222,1255.875294,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_10000_run3.csv
140000,8000,16000,12000,24000,1,1399374,1399374,0,624,0.00044591367282799307,0.007464329682415137,0.006389,0.009482,0.011574,3.723693,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_12000_run1.csv
140000,8000,16000,12000,24000,2,1399959,1399959,0,39,2.785795869736185e-05,0.007114432496951696,0.007018,0.008037,0.00863,0.522369,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_12000_run2.csv
140000,8000,16000,12000,24000,3,1399653,1399653,0,345,0.00024648966565284395,0.0074614171291027135,0.006389,0.009482,0.011241,2.809585,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_12000_run3.csv
140000,8000,16000,16000,32000,1,1388085,1388085,0,11913,0.008582327451128713,0.011136398480640596,0.007759,0.009556,0.017518,85.424301,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_16000_run1.csv
140000,8000,16000,16000,32000,2,1399980,1399980,0,18,1.285732653323619e-05,0.007266231359019415,0.007759,0.008037,0.008204,0.418851,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_16000_run2.csv
140000,8000,16000,16000,32000,3,1399305,1399305,0,642,0.00045879918959769315,0.007007038674198977,0.006297,0.009167,0.009574,4.875542,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_16000_run3.csv
140000,8000,16000,2000,4608,1,1399782,1399782,0,216,0.00015430974251704908,0.006410376931550769,0.006297,0.0065,0.009482,1.875124,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_2000_run1.csv
140000,8000,16000,2000,4608,2,1399998,1399998,0,0,0.0,0.006820299644713778,0.006278,0.009297,0.01076,0.10324,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_2000_run2.csv
140000,8000,16000,2000,4608,3,1399794,1399794,0,204,0.0001457357296859395,0.009060491470173468,0.009129,0.009834,0.016704,1.696531,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_2000_run3.csv
140000,8000,16000,4000,8000,1,1399950,1399950,0,48,3.428693881924355e-05,0.008362919584270866,0.008963,0.009518,0.011482,0.684128,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_4000_run1.csv
140000,8000,16000,4000,8000,2,1399950,1399950,0,48,3.428693881924355e-05,0.006389467821707919,0.006296,0.006555,0.009223,0.687424,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_4000_run2.csv
140000,8000,16000,4000,8000,3,1398420,1398420,0,1578,0.0011284163556013215,0.008152076743038571,0.006482,0.009555,0.012092,11.615373,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_4000_run3.csv
140000,8000,16000,8000,16000,1,1399734,1399734,0,264,0.00018860726395157938,0.007121839323757228,0.006333,0.009408,0.015105059999998659,2.150049,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_8000_run1.csv
140000,8000,16000,8000,16000,2,1398798,1398798,0,1155,0.0008257089300956964,0.007238280979097768,0.006352,0.008296,0.010611,8.241883,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_8000_run2.csv
140000,8000,16000,8000,16000,3,1396233,1396233,0,3765,0.002696541336582075,0.008964495061354372,0.006388,0.009648,0.016407,27.009219,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_8000_run3.csv
140000,8000,16000,default,default,1,1399752,1399752,0,246,0.00017574541775971744,0.00873380386168407,0.008963,0.009741,0.0215,1.971348,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_default_run1.csv
140000,8000,16000,default,default,2,1399905,1399905,0,39,2.7859033291544782e-05,0.007419681172651001,0.006334,0.009574,0.011963,3.17153,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_default_run2.csv
140000,8000,16000,default,default,3,1399296,1399296,0,702,0.0005016808452250275,0.010500701952267426,0.009148,0.009926,0.05537,0.99522,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_140000_rcvbuf_8000_sndbuf_default_run3.csv
180000,100000,200000,default,default,1,1789944,1789944,0,10050,0.005614700795108674,0.026827840043040452,0.006333,0.006537000000000001,0.007926,59.063473,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_100000_sndbuf_default_run1.csv
180000,100000,200000,default,default,2,1799661,1799661,0,333,0.00018503484822974994,0.010843972268110494,0.006315,0.012963,0.032926,4.129937,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_100000_sndbuf_default_run2.csv
180000,100000,200000,default,default,3,1796574,1796574,0,3420,0.0019036232295469042,0.021021041308624082,0.008204,0.028704,0.114372,22.409159,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_100000_sndbuf_default_run3.csv
180000,12000,24000,10000,20000,1,1795533,1795533,0,4461,0.002484499031763827,0.011583933698795845,0.006371,0.025204,0.094462,17.820571,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_10000_run1.csv
180000,12000,24000,10000,20000,2,1799868,1799868,0,126,7.000513370980539e-05,0.008125090948336211,0.006333,0.013203,0.037185,0.894276,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_10000_run2.csv
180000,12000,24000,10000,20000,3,1799823,1799823,0,171,9.500934258535422e-05,0.008042194552464325,0.006278,0.012222,0.060019,1.276645,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_10000_run3.csv
180000,12000,24000,12000,24000,1,1799994,1799994,0,0,0.0,0.015437284737615792,0.011185,0.040963,0.11355726000000119,0.547147,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_12000_run1.csv
180000,12000,24000,12000,24000,2,1798800,1798800,0,1194,0.0006637758505670447,0.017014636109072716,0.011,0.041778,0.162592,5.049211,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_12000_run2.csv
180000,12000,24000,12000,24000,3,1795230,1795230,0,4764,0.002653698968934343,0.013814403071472735,0.008926,0.027093,0.12320400000000001,19.236753,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_12000_run3.csv
180000,12000,24000,16000,32000,1,1798803,1798803,0,1191,0.0006621069678002539,0.006913754665185682,0.006315,0.008593,0.011889,6.200912,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_16000_run1.csv
180000,12000,24000,16000,32000,2,1798677,1798677,0,1317,0.0007322048372220249,0.010176252308780286,0.00637,0.023852,0.07613,2.774309,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_16000_run2.csv
180000,12000,24000,16000,32000,3,1794063,1794063,0,5931,0.003305903973271842,0.011094137486810663,0.00887,0.012148,0.04887,32.120039,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_16000_run3.csv
180000,12000,24000,2000,4608,1,1798785,1798785,0,1209,0.0006721203479015002,0.013562124639131413,0.010389,0.029037,0.098,4.076268,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_2000_run1.csv
180000,12000,24000,2000,4608,2,1796025,1796025,0,3969,0.0022098801520023387,0.009729801351317492,0.006333,0.014166,0.030111,22.319227,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_2000_run2.csv
180000,12000,24000,2000,4608,3,1798401,1798401,0,1593,0.000885786874006409,0.008568329429309704,0.006352,0.012537,0.027945,4.186064,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_2000_run3.csv
180000,12000,24000,4000,8000,1,1799034,1799034,0,897,0.000498600915824826,0.007867534523527626,0.006259,0.012482,0.02654905999999866,5.055581,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_4000_run1.csv
180000,12000,24000,4000,8000,2,1796556,1796556,0,3438,0.0019136614722836361,0.008779551029302732,0.006297,0.012963,0.029667,15.432057,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_4000_run2.csv
180000,12000,24000,4000,8000,3,1799226,1799226,0,768,0.00042685021225793757,0.017000818995501397,0.009797,0.045186,0.162981,1.817255,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_4000_run3.csv
180000,12000,24000,8000,16000,1,1760436,1760436,0,39558,0.022470569790665494,0.019410386265107053,0.006334,0.023407,0.080389,220.011002,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_8000_run1.csv
180000,12000,24000,8000,16000,2,1798497,1798497,0,1497,0.0008323616886767117,0.008534642001070894,0.006297,0.013,0.042,4.075305,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_8000_run2.csv
180000,12000,24000,8000,16000,3,1799130,1799130,0,813,0.00045188507778759734,0.00910140993980424,0.006333,0.013889,0.04537,4.984748,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_12000_sndbuf_8000_run3.csv
180000,16000,32000,10000,20000,1,1799748,1799748,0,246,0.00013668580267904172,0.007661482005814148,0.006315,0.010982,0.016407,1.874773,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_10000_run1.csv
180000,16000,32000,10000,20000,2,1799226,1799226,0,738,0.0004101763758416119,0.007886006966328855,0.00626,0.0065,0.008667,23.004579,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_10000_run2.csv
180000,16000,32000,10000,20000,3,1799685,1799685,0,309,0.0001716967135915452,0.006487754988789705,0.006278,0.006481,0.009148,1.563478,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_10000_run3.csv
180000,16000,32000,12000,24000,1,1799601,1799601,0,393,0.00021838174128598506,0.006546696294345246,0.006333,0.006519,0.007796,1.869922,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_12000_run1.csv
180000,16000,32000,12000,24000,2,1798473,1798473,0,1521,0.0008457174503036743,0.00726118578594174,0.006278,0.0065,0.011519,4.271805,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_12000_run2.csv
180000,16000,32000,12000,24000,3,1799865,1799865,0,129,7.16720420698219e-05,0.009778922355843355,0.00787,0.013574,0.05724,1.271535,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_12000_run3.csv
180000,16000,32000,16000,32000,1,1799964,1799964,0,30,1.66670000066668e-05,0.015466802799389322,0.009704,0.040593,0.1425060299999977,0.494739,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_16000_run1.csv
180000,16000,32000,16000,32000,2,1798557,1798557,0,1437,0.000798973844031632,0.00692040755172063,0.006296,0.0065,0.008574,8.259574,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_16000_run2.csv
180000,16000,32000,16000,32000,3,1799697,1799697,0,297,0.0001650277796762455,0.006505234084404208,0.006278,0.006481,0.008908,23.803522,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_16000_run3.csv
180000,16000,32000,2000,4608,1,1799208,1799208,0,786,0.00043685888457588003,0.011737945432657035,0.009204,0.027574,0.067907,4.141564,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_2000_run1.csv
180000,16000,32000,2000,4608,2,1760499,1760499,0,39495,0.022433980365794016,0.019679315771267126,0.006278,0.008481,0.013203,218.425939,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_2000_run2.csv
180000,16000,32000,2000,4608,3,1798788,1798788,0,1206,0.0006704514373011161,0.007729681230361777,0.00626,0.011388,0.021,4.17312,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_2000_run3.csv
180000,16000,32000,4000,8000,1,1799808,1799808,0,186,0.00010334435673138469,0.010424732599810646,0.006389,0.023296,0.095185,1.416349,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_4000_run1.csv
180000,16000,32000,4000,8000,2,1799484,1799484,0,510,0.0002834145788459358,0.008208039673039605,0.006315,0.012204,0.052055,3.089882,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_4000_run2.csv
180000,16000,32000,4000,8000,3,1799799,1799799,0,195,0.0001083454319065629,0.006454901607346153,0.006296,0.0065,0.008445,3.4464,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_4000_run3.csv
180000,16000,32000,8000,16000,1,1765827,1765827,0,34167,0.019349007575487295,0.0177761668543974,0.006278,0.008648,0.011518,186.501439,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_8000_run1.csv
180000,16000,32000,8000,16000,2,1799994,1799994,0,0,0.0,0.006322297509325031,0.00626,0.006463,0.008352,0.111148,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_8000_run2.csv
180000,16000,32000,8000,16000,3,1797369,1797369,0,2625,0.0014604680508009207,0.00852785135940366,0.006315,0.01113,0.027000000000000003,15.165189,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_8000_run3.csv
180000,16000,32000,default,default,1,1798872,1798872,0,1110,0.0006170533534348192,0.007100981631822609,0.006315,0.006629,0.00913,5.140552,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_default_run1.csv
180000,16000,32000,default,default,2,1797963,1797963,0,2031,0.0011296116772147146,0.009558451497611463,0.006334,0.013648,0.077686,11.199611,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_default_run2.csv
180000,16000,32000,default,default,3,1799355,1799355,0,639,0.0003551272539326592,0.012883361179422627,0.010778,0.027890000000000005,0.073945,4.058886,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_16000_sndbuf_default_run3.csv
180000,2000,4000,default,default,1,1799622,1799622,0,372,0.000206710075782581,0.0074838827620466964,0.006315,0.012,0.026963,4.093602,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_2000_sndbuf_default_run1.csv
180000,2000,4000,default,default,2,1799718,1799718,0,276,0.00015335735931962675,0.010639395797008197,0.009222,0.025592,0.041259,0.435573,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_2000_sndbuf_default_run2.csv
180000,2000,4000,default,default,3,1756707,1756707,0,43287,0.024640990216353666,0.011230838090814235,0.008871,0.01213,0.030666,225.113478,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_2000_sndbuf_default_run3.csv
180000,32000,64000,default,default,1,1752513,1752513,0,47481,0.027093094316561418,0.04731515662879534,0.006334,0.006852,0.010389,354.796074,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_32000_sndbuf_default_run1.csv
180000,32000,64000,default,default,2,1799052,1799052,0,942,0.0005236091007930843,0.009988294566805184,0.006389,0.015463,0.040241,4.123032,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_32000_sndbuf_default_run2.csv
180000,32000,64000,default,default,3,1799634,1799634,0,360,0.00020004067493723725,0.008961688943418495,0.006352,0.012241,0.069131,2.953795,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_32000_sndbuf_default_run3.csv
180000,4000,8000,default,default,1,1798257,1798257,0,1737,0.0009659353473947273,0.013112250639369123,0.009926,0.029889,0.088463,1.807848,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_4000_sndbuf_default_run1.csv
180000,4000,8000,default,default,2,1797723,1797723,0,2175,0.001209863811054317,0.01172862998025836,0.008389,0.027815,0.092056,3.804788,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_4000_sndbuf_default_run2.csv
180000,4000,8000,default,default,3,1798596,1798596,0,1398,0.0007772729395595231,0.007108728026193765,0.006259,0.010944,0.023425,4.125102,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_4000_sndbuf_default_run3.csv
180000,8000,16000,10000,20000,1,1799418,1799418,0,576,0.00032010350013170923,0.009291626685961793,0.008556,0.011648,0.038889,3.193566,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_10000_run1.csv
180000,8000,16000,10000,20000,2,1799163,1799163,0,831,0.0004618814415369814,0.007245762657969289,0.006352,0.010388,0.01287,3.05603,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_10000_run2.csv
180000,8000,16000,10000,20000,3,1799283,1799283,0,711,0.0003951574043660725,0.008119390925718745,0.006315,0.010148,0.045815,3.975547,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_10000_run3.csv
180000,8000,16000,12000,24000,1,1799445,1799445,0,549,0.00030509407067179047,0.006744119255103658,0.006297,0.008889,0.011463,4.056379,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_12000_run1.csv
180000,8000,16000,12000,24000,2,1799682,1799682,0,312,0.0001733639609664374,0.007676995705908044,0.006333,0.012611,0.028573999999999995,1.47883,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_12000_run2.csv
180000,8000,16000,12000,24000,3,1799283,1799283,0,711,0.0003951574043660725,0.0065946443283241155,0.006333,0.006722,0.009537,2.852178,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_12000_run3.csv
180000,8000,16000,16000,32000,1,1799214,1799214,0,780,0.0004335226382186888,0.012980555599278352,0.00637,0.030315,0.124499,3.11766,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_16000_run1.csv
180000,8000,16000,16000,32000,2,1799460,1799460,0,534,0.00029675569337467907,0.006444995605348271,0.006278,0.006481,0.008148,1.869773,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_16000_run2.csv
180000,8000,16000,16000,32000,3,1779774,1779774,0,20220,0.011360993024957102,0.013025330748173644,0.006314,0.025481,0.062555,111.007338,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_16000_run3.csv
180000,8000,16000,2000,4608,1,1799607,1799607,0,387,0.0002150469519178354,0.00769061224033914,0.006315,0.009481,0.05887,1.789088,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_2000_run1.csv
180000,8000,16000,2000,4608,2,1797837,1797837,0,2157,0.0011997750630340792,0.006812212450294438,0.006259,0.007963,0.010018,7.713556,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_2000_run2.csv
180000,8000,16000,2000,4608,3,1789683,1789683,0,10311,0.005761355502622531,0.01153119071310394,0.006407,0.0165,0.060204,56.249256,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_2000_run3.csv
180000,8000,16000,4000,8000,1,1799748,1799748,0,246,0.00013668580267904172,0.006475533573033558,0.006278,0.0065,0.00774,40.072387,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_4000_run1.csv
180000,8000,16000,4000,8000,2,1798710,1798710,0,1284,0.0007138449221942392,0.006779960661807629,0.006296,0.0065,0.008889,4.079305,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_4000_run2.csv
180000,8000,16000,4000,8000,3,1799994,1799994,0,0,0.0,0.009659983276610922,0.008963,0.012371,0.04240833000000124,0.210555,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_4000_run3.csv
180000,8000,16000,8000,16000,1,1799250,1799250,0,744,0.000413505627344727,0.008490670065860776,0.006315,0.012074,0.025185,332.561573,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_8000_run1.csv
180000,8000,16000,8000,16000,2,1798929,1798929,0,1065,0.0005920189179228308,0.009559789418037066,0.008685,0.011889,0.044055,4.124472,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_8000_run2.csv
180000,8000,16000,8000,16000,3,1799412,1799412,0,582,0.00032343899007008955,0.00905519452521157,0.006259,0.013333,0.080111,2.809271,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_8000_run3.csv
180000,8000,16000,default,default,1,1799052,1799052,0,942,0.0005236091007930843,0.007900124545594012,0.006334,0.010629,0.03277748999999999,4.664101,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_default_run1.csv
