link_name,trial,mono_ns,elapsed_ms,from_state,to_state,reason
host_loopback,2,59742067856,5000,Normal,Degraded,no_recv_ok_for_threshold_windows
host_loopback,2,60744674337,6002,Degraded,Recover,recv_ok_resumed
host_loopback,2,62742067856,8000,Recover,Normal,recover_completed_by_healthy_windows
