mode,board,sample_index,period_target_us,timestamp_us,delta_us,jitter_us
baremetal,pico,47,10000,2463154,10881,881
baremetal,pico,48,10000,2471315,8161,-1839
baremetal,pico,49,10000,2482197,10882,882
baremetal,pico,50,10000,2493078,10881,881
baremetal,pico,51,10000,2501239,8161,-1839
baremetal,pico,52,10000,2512120,10881,881
baremetal,pico,53,10000,2523001,10881,881
baremetal,pico,54,10000,2531162,8161,-1839
baremetal,pico,55,10000,2542044,10882,882
baremetal,pico,56,10000,2552925,10881,881
baremetal,pico,57,10000,2561086,8161,-1839
baremetal,pico,58,10000,2571967,10881,881
baremetal,pico,59,10000,2582849,10882,882
baremetal,pico,60,10000,2591009,8160,-1840
baremetal,pico,61,10000,2601891,10882,882
baremetal,pico,62,10000,2612772,10881,881
baremetal,pico,63,10000,2620933,8161,-1839
baremetal,pico,64,10000,2631814,10881,881
baremetal,pico,65,10000,2642696,10882,882
baremetal,pico,66,10000,2650857,8161,-1839
baremetal,pico,67,10000,2661738,10881,881
baremetal,pico,68,10000,2672619,10881,881
baremetal,pico,69,10000,2680780,8161,-1839
baremetal,pico,70,10000,2691661,10881,881
baremetal,pico,71,10000,2702543,10882,882
baremetal,pico,72,10000,2710704,8161,-1839
baremetal,pico,73,10000,2721585,10881,881
baremetal,pico,74,10000,2732466,10881,881
baremetal,pico,75,10000,2743348,10882,882
baremetal,pico,76,10000,2751509,8161,-1839
baremetal,pico,77,10000,2762390,10881,881
baremetal,pico,78,10000,2773271,10881,881
baremetal,pico,79,10000,2781432,8161,-1839
baremetal,pico,80,10000,2792313,10881,881
baremetal,pico,81,10000,2803195,10882,882
baremetal,pico,82,10000,2811356,8161,-1839
baremetal,pico,83,10000,2822237,10881,881
baremetal,pico,84,10000,2833118,10881,881
baremetal,pico,85,10000,2841279,8161,-1839
baremetal,pico,86,10000,2852161,10882,882
baremetal,pico,87,10000,2863042,10881,881
baremetal,pico,88,10000,2871203,8161,-1839
baremetal,pico,89,10000,2882084,10881,881
baremetal,pico,90,10000,2892965,10881,881
baremetal,pico,91,10000,2901126,8161,-1839
baremetal,pico,92,10000,2912008,10882,882
baremetal,pico,93,10000,2922889,10881,881
baremetal,pico,94,10000,2931050,8161,-1839
baremetal,pico,95,10000,2941931,10881,881
baremetal,pico,96,10000,2952813,10882,882
baremetal,pico,97,10000,2960974,8161,-1839
baremetal,pico,98,10000,2971855,10881,881
baremetal,pico,99,10000,2982736,10881,881
baremetal,pico,100,10000,2990897,8161,-1839
baremetal,pico,101,10000,3001778,10881,881
baremetal,pico,102,10000,3012660,10882,882
baremetal,pico,103,10000,3020821,8161,-1839
baremetal,pico,104,10000,3031702,10881,881
baremetal,pico,105,10000,3042583,10881,881
baremetal,pico,106,10000,3050744,8161,-1839
baremetal,pico,107,10000,3061626,10882,882
baremetal,pico,108,10000,3072507,10881,881
baremetal,pico,109,10000,3083388,10881,881
baremetal,pico,110,10000,3091549,8161,-1839
baremetal,pico,111,10000,3102430,10881,881
baremetal,pico,112,10000,3113312,10882,882
baremetal,pico,113,10000,3121473,8161,-1839
baremetal,pico,114,10000,3132354,10881,881
baremetal,pico,115,10000,3143235,10881,881
baremetal,pico,116,10000,3151396,8161,-1839
baremetal,pico,117,10000,3162278,10882,882
baremetal,pico,118,10000,3173159,10881,881
baremetal,pico,119,10000,3181320,8161,-1839
baremetal,pico,120,10000,3192201,10881,881
baremetal,pico,121,10000,3203082,10881,881
baremetal,pico,122,10000,3211243,8161,-1839
baremetal,pico,123,10000,3222125,10882,882
baremetal,pico,124,10000,3233006,10881,881
baremetal,pico,125,10000,3241167,8161,-1839
baremetal,pico,126,10000,3252048,10881,881
baremetal,pico,127,10000,3262930,10882,882
baremetal,pico,128,10000,3271091,8161,-1839
baremetal,pico,129,10000,3281972,10881,881
baremetal,pico,130,10000,3292853,10881,881
baremetal,pico,131,10000,3301014,8161,-1839
baremetal,pico,132,10000,3311895,10881,881
baremetal,pico,133,10000,3322777,10882,882
baremetal,pico,134,10000,3330938,8161,-1839
baremetal,pico,135,10000,3341819,10881,881
baremetal,pico,136,10000,3352700,10881,881
baremetal,pico,137,10000,3360861,8161,-1839
baremetal,pico,138,10000,3371743,10882,882
baremetal,pico,139,10000,3382624,10881,881
baremetal,pico,140,10000,3390785,8161,-1839
baremetal,pico,141,10000,3401666,10881,881
baremetal,pico,142,10000,3412547,10881,881
baremetal,pico,143,10000,3420708,8161,-1839
baremetal,pico,144,10000,3431590,10882,882
baremetal,pico,145,10000,3442471,10881,881
baremetal,pico,146,10000,3453352,10881,881
baremetal,pico,147,10000,3461513,8161,-1839
baremetal,pico,148,10000,3472395,10882,882
baremetal,pico,149,10000,3483276,10881,881
baremetal,pico,150,10000,3491437,8161,-1839
baremetal,pico,151,10000,3502318,10881,881
baremetal,pico,152,10000,3513199,10881,881
baremetal,pico,153,10000,3521360,8161,-1839
baremetal,pico,154,10000,3532242,10882,882
baremetal,pico,155,10000,3543123,10881,881
baremetal,pico,156,10000,3551284,8161,-1839
baremetal,pico,157,10000,3562165,10881,881
baremetal,pico,158,10000,3573047,10882,882
baremetal,pico,159,10000,3581208,8161,-1839
baremetal,pico,160,10000,3592089,10881,881
baremetal,pico,161,10000,3602970,10881,881
baremetal,pico,162,10000,3611131,8161,-1839
baremetal,pico,163,10000,3622012,10881,881
baremetal,pico,164,10000,3632894,10882,882
baremetal,pico,165,10000,3641055,8161,-1839
baremetal,pico,166,10000,3651936,10881,881
baremetal,pico,167,10000,3662817,10881,881
baremetal,pico,168,10000,3670978,8161,-1839
baremetal,pico,169,10000,3681860,10882,882
baremetal,pico,170,10000,3692741,10881,881
baremetal,pico,171,10000,3700902,8161,-1839
baremetal,pico,172,10000,3711783,10881,881
baremetal,pico,173,10000,3722664,10881,881
baremetal,pico,174,10000,3730825,8161,-1839
baremetal,pico,175,10000,3741707,10882,882
baremetal,pico,176,10000,3752588,10881,881
baremetal,pico,177,10000,3760749,8161,-1839
baremetal,pico,178,10000,3771630,10881,881
baremetal,pico,179,10000,3782512,10882,882
baremetal,pico,180,10000,3793393,10881,881
baremetal,pico,181,10000,3801554,8161,-1839
baremetal,pico,182,10000,3812435,10881,881
baremetal,pico,183,10000,3823316,10881,881
baremetal,pico,184,10000,3831477,8161,-1839
baremetal,pico,185,10000,3842359,10882,882
baremetal,pico,186,10000,3853240,10881,881
baremetal,pico,187,10000,3861401,8161,-1839
baremetal,pico,188,10000,3872282,10881,881
baremetal,pico,189,10000,3883164,10882,882
baremetal,pico,190,10000,3891325,8161,-1839
baremetal,pico,191,10000,3902206,10881,881
baremetal,pico,192,10000,3913087,10881,881
baremetal,pico,193,10000,3921248,8161,-1839
baremetal,pico,194,10000,3932129,10881,881
baremetal,pico,195,10000,3943011,10882,882
baremetal,pico,196,10000,3951172,8161,-1839
baremetal,pico,197,10000,3962053,10881,881
baremetal,pico,198,10000,3972934,10881,881
baremetal,pico,199,10000,3981095,8161,-1839
baremetal,pico,200,10000,3991976,10881,881
baremetal,pico,201,10000,4002858,10882,882
baremetal,pico,202,10000,4011019,8161,-1839
baremetal,pico,203,10000,4021900,10881,881
baremetal,pico,204,10000,4032781,10881,881
baremetal,pico,205,10000,4040942,8161,-1839
baremetal,pico,206,10000,4051824,10882,882
baremetal,pico,207,10000,4062705,10881,881
baremetal,pico,208,10000,4070866,8161,-1839
baremetal,pico,209,10000,4081747,10881,881
baremetal,pico,210,10000,4092628,10881,881
baremetal,pico,211,10000,4100789,8161,-1839
baremetal,pico,212,10000,4111671,10882,882
baremetal,pico,213,10000,4122552,10881,881
baremetal,pico,214,10000,4130713,8161,-1839
baremetal,pico,215,10000,4141594,10881,881
baremetal,pico,216,10000,4152476,10882,882
baremetal,pico,217,10000,4163357,10881,881
baremetal,pico,218,10000,4171518,8161,-1839
baremetal,pico,219,10000,4182399,10881,881
baremetal,pico,220,10000,4193280,10881,881
baremetal,pico,221,10000,4201441,8161,-1839
baremetal,pico,222,10000,4212323,10882,882
baremetal,pico,223,10000,4223204,10881,881
baremetal,pico,224,10000,4231365,8161,-1839
baremetal,pico,225,10000,4242246,10881,881
baremetal,pico,226,10000,4253128,10882,882
baremetal,pico,227,10000,4261289,8161,-1839
baremetal,pico,228,10000,4272170,10881,881
baremetal,pico,229,10000,4283051,10881,881
baremetal,pico,230,10000,4291212,8161,-1839
baremetal,pico,231,10000,4302093,10881,881
baremetal,pico,232,10000,4312975,10882,882
baremetal,pico,233,10000,4321136,8161,-1839
baremetal,pico,234,10000,4332017,10881,881
baremetal,pico,235,10000,4342898,10881,881
baremetal,pico,236,10000,4351059,8161,-1839
baremetal,pico,237,10000,4361941,10882,882
baremetal,pico,238,10000,4372822,10881,881
baremetal,pico,239,10000,4380983,8161,-1839
baremetal,pico,240,10000,4391864,10881,881
baremetal,pico,241,10000,4402745,10881,881
baremetal,pico,242,10000,4410906,8161,-1839
baremetal,pico,243,10000,4421788,10882,882
baremetal,pico,244,10000,4432669,10881,881
baremetal,pico,245,10000,4440830,8161,-1839
baremetal,pico,246,10000,4451711,10881,881
baremetal,pico,247,10000,4462593,10882,882
baremetal,pico,248,10000,4470754,8161,-1839
baremetal,pico,249,10000,4481635,10881,881
baremetal,pico,250,10000,4492516,10881,881
baremetal,pico,251,10000,4503397,10881,881
baremetal,pico,252,10000,4511558,8161,-1839
baremetal,pico,253,10000,4522440,10882,882
baremetal,pico,254,10000,4533321,10881,881
baremetal,pico,255,10000,4541482,8161,-1839
baremetal,pico,256,10000,4552363,10881,881
baremetal,pico,257,10000,4563245,10882,882
baremetal,pico,258,10000,4571406,8161,-1839
baremetal,pico,259,10000,4582287,10881,881
baremetal,pico,260,10000,4593168,10881,881
baremetal,pico,261,10000,4601329,8161,-1839
baremetal,pico,262,10000,4612210,10881,881
baremetal,pico,263,10000,4623092,10882,882
baremetal,pico,264,10000,4631253,8161,-1839
baremetal,pico,265,10000,4642134,10881,881
baremetal,pico,266,10000,4653015,10881,881
baremetal,pico,267,10000,4661176,8161,-1839
baremetal,pico,268,10000,4672058,10882,882
baremetal,pico,269,10000,4682939,10881,881
baremetal,pico,270,10000,4691100,8161,-1839
baremetal,pico,271,10000,4701981,10881,881
baremetal,pico,272,10000,4712862,10881,881
baremetal,pico,273,10000,4721023,8161,-1839
baremetal,pico,274,10000,4731905,10882,882
baremetal,pico,275,10000,4742786,10881,881
baremetal,pico,276,10000,4750947,8161,-1839
baremetal,pico,277,10000,4761828,10881,881
baremetal,pico,278,10000,4772710,10882,882
baremetal,pico,279,10000,4780871,8161,-1839
baremetal,pico,280,10000,4791752,10881,881
baremetal,pico,281,10000,4802633,10881,881
baremetal,pico,282,10000,4810794,8161,-1839
baremetal,pico,283,10000,4821675,10881,881
baremetal,pico,284,10000,4832557,10882,882
baremetal,pico,285,10000,4840718,8161,-1839
baremetal,pico,286,10000,4851599,10881,881
baremetal,pico,287,10000,4862480,10881,881
baremetal,pico,288,10000,4873362,10882,882
baremetal,pico,289,10000,4881523,8161,-1839
baremetal,pico,290,10000,4892404,10881,881
baremetal,pico,291,10000,4903285,10881,881
baremetal,pico,292,10000,4911446,8161,-1839
baremetal,pico,293,10000,4922327,10881,881
baremetal,pico,294,10000,4933209,10882,882
baremetal,pico,295,10000,4941370,8161,-1839
baremetal,pico,296,10000,4952251,10881,881
baremetal,pico,297,10000,4963132,10881,881
baremetal,pico,298,10000,4971293,8161,-1839
baremetal,pico,299,10000,4982175,10882,882
baremetal,pico,300,10000,4993056,10881,881
baremetal,pico,301,10000,5001217,8161,-1839
baremetal,pico,302,10000,5012098,10881,881
baremetal,pico,303,10000,5022979,10881,881
baremetal,pico,304,10000,5031140,8161,-1839
baremetal,pico,305,10000,5042022,10882,882
baremetal,pico,306,10000,5052903,10881,881
baremetal,pico,307,10000,5061064,8161,-1839
baremetal,pico,308,10000,5071945,10881,881
baremetal,pico,309,10000,5082827,10882,882
baremetal,pico,310,10000,5090988,8161,-1839
baremetal,pico,311,10000,5101869,10881,881
baremetal,pico,312,10000,5112750,10881,881
baremetal,pico,313,10000,5120911,8161,-1839
baremetal,pico,314,10000,5131792,10881,881
baremetal,pico,315,10000,5142674,10882,882
baremetal,pico,316,10000,5150835,8161,-1839
baremetal,pico,317,10000,5161716,10881,881
baremetal,pico,318,10000,5172597,10881,881
baremetal,pico,319,10000,5180758,8161,-1839
baremetal,pico,320,10000,5191640,10882,882
baremetal,pico,321,10000,5202521,10881,881
baremetal,pico,322,10000,5213402,10881,881
baremetal,pico,323,10000,5221563,8161,-1839
baremetal,pico,324,10000,5232444,10881,881
baremetal,pico,325,10000,5243326,10882,882
baremetal,pico,326,10000,5251487,8161,-1839
baremetal,pico,327,10000,5262368,10881,881
baremetal,pico,328,10000,5273249,10881,881
baremetal,pico,329,10000,5281410,8161,-1839
baremetal,pico,330,10000,5292292,10882,882
baremetal,pico,331,10000,5303173,10881,881
baremetal,pico,332,10000,5311334,8161,-1839
baremetal,pico,333,10000,5322215,10881,881
baremetal,pico,334,10000,5333096,10881,881
baremetal,pico,335,10000,5341257,8161,-1839
baremetal,pico,336,10000,5352139,10882,882
baremetal,pico,337,10000,5363020,10881,881
baremetal,pico,338,10000,5371181,8161,-1839
baremetal,pico,339,10000,5382062,10881,881
baremetal,pico,340,10000,5392943,10881,881
baremetal,pico,341,10000,5401104,8161,-1839
baremetal,pico,342,10000,5411986,10882,882
baremetal,pico,343,10000,5422867,10881,881
baremetal,pico,344,10000,5431028,8161,-1839
baremetal,pico,345,10000,5441909,10881,881
baremetal,pico,346,10000,5452791,10882,882
baremetal,pico,347,10000,5460952,8161,-1839
baremetal,pico,348,10000,5471833,10881,881
baremetal,pico,349,10000,5482714,10881,881
baremetal,pico,350,10000,5490875,8161,-1839
baremetal,pico,351,10000,5501756,10881,881
baremetal,pico,352,10000,5512638,10882,882
baremetal,pico,353,10000,5520799,8161,-1839
baremetal,pico,354,10000,5531680,10881,881
baremetal,pico,355,10000,5542561,10881,881
baremetal,pico,356,10000,5550722,8161,-1839
baremetal,pico,357,10000,5561604,10882,882
baremetal,pico,358,10000,5572485,10881,881
baremetal,pico,359,10000,5583366,10881,881
baremetal,pico,360,10000,5591527,8161,-1839
baremetal,pico,361,10000,5602408,10881,881
baremetal,pico,362,10000,5613290,10882,882
baremetal,pico,363,10000,5621451,8161,-1839
baremetal,pico,364,10000,5632332,10881,881
baremetal,pico,365,10000,5643213,10881,881
baremetal,pico,366,10000,5651374,8161,-1839
baremetal,pico,367,10000,5662256,10882,882
baremetal,pico,368,10000,5673137,10881,881
baremetal,pico,369,10000,5681298,8161,-1839
baremetal,pico,370,10000,5692179,10881,881
baremetal,pico,371,10000,5703060,10881,881
baremetal,pico,372,10000,5711221,8161,-1839
baremetal,pico,373,10000,5722103,10882,882
baremetal,pico,374,10000,5732984,10881,881
baremetal,pico,375,10000,5741145,8161,-1839
baremetal,pico,376,10000,5752026,10881,881
baremetal,pico,377,10000,5762908,10882,882
baremetal,pico,378,10000,5771069,8161,-1839
baremetal,pico,379,10000,5781950,10881,881
baremetal,pico,380,10000,5792831,10881,881
baremetal,pico,381,10000,5800992,8161,-1839
baremetal,pico,382,10000,5811873,10881,881
baremetal,pico,383,10000,5822755,10882,882
baremetal,pico,384,10000,5830916,8161,-1839
baremetal,pico,385,10000,5841797,10881,881
baremetal,pico,386,10000,5852678,10881,881
baremetal,pico,387,10000,5860839,8161,-1839
baremetal,pico,388,10000,5871721,10882,882
baremetal,pico,389,10000,5882602,10881,881
baremetal,pico,390,10000,5890763,8161,-1839
baremetal,pico,391,10000,5901644,10881,881
baremetal,pico,392,10000,5912525,10881,881
baremetal,pico,393,10000,5923407,10882,882
baremetal,pico,394,10000,5931568,8161,-1839
baremetal,pico,395,10000,5942449,10881,881
baremetal,pico,396,10000,5953330,10881,881
baremetal,pico,397,10000,5961491,8161,-1839
baremetal,pico,398,10000,5972373,10882,882
baremetal,pico,399,10000,5983254,10881,881
baremetal,pico,400,10000,5991415,8161,-1839
baremetal,pico,401,10000,6002296,10881,881
baremetal,pico,402,10000,6013177,10881,881
baremetal,pico,403,10000,6021338,8161,-1839
baremetal,pico,404,10000,6032220,10882,882
baremetal,pico,405,10000,6043101,10881,881
baremetal,pico,406,10000,6051262,8161,-1839
baremetal,pico,407,10000,6062143,10881,881
baremetal,pico,408,10000,6073025,10882,882
baremetal,pico,409,10000,6081186,8161,-1839
baremetal,pico,410,10000,6092067,10881,881
baremetal,pico,411,10000,6102948,10881,881
baremetal,pico,412,10000,6111109,8161,-1839
baremetal,pico,413,10000,6121990,10881,881
baremetal,pico,414,10000,6132872,10882,882
baremetal,pico,415,10000,6141033,8161,-1839
baremetal,pico,416,10000,6151914,10881,881
baremetal,pico,417,10000,6162795,10881,881
baremetal,pico,418,10000,6170956,8161,-1839
baremetal,pico,419,10000,6181838,10882,882
baremetal,pico,420,10000,6192719,10881,881
baremetal,pico,421,10000,6200880,8161,-1839
baremetal,pico,422,10000,6211761,10881,881
baremetal,pico,423,10000,6222642,10881,881
baremetal,pico,424,10000,6230803,8161,-1839
baremetal,pico,425,10000,6241685,10882,882
baremetal,pico,426,10000,6252566,10881,881
baremetal,pico,427,10000,6260727,8161,-1839
baremetal,pico,428,10000,6271608,10881,881
baremetal,pico,429,10000,6282490,10882,882
baremetal,pico,430,10000,6293371,10881,881
baremetal,pico,431,10000,6301532,8161,-1839
baremetal,pico,432,10000,6312413,10881,881
baremetal,pico,433,10000,6323294,10881,881
baremetal,pico,434,10000,6331455,8161,-1839
baremetal,pico,435,10000,6342337,10882,882
baremetal,pico,436,10000,6353218,10881,881
baremetal,pico,437,10000,6361379,8161,-1839
baremetal,pico,438,10000,6372260,10881,881
baremetal,pico,439,10000,6383142,10882,882
baremetal,pico,440,10000,6391303,8161,-1839
baremetal,pico,441,10000,6402184,10881,881
baremetal,pico,442,10000,6413065,10881,881
baremetal,pico,443,10000,6421226,8161,-1839
baremetal,pico,444,10000,6432107,10881,881
baremetal,pico,445,10000,6442989,10882,882
baremetal,pico,446,10000,6451150,8161,-1839
baremetal,pico,447,10000,6462031,10881,881
baremetal,pico,448,10000,6472912,10881,881
baremetal,pico,449,10000,6481073,8161,-1839
baremetal,pico,450,10000,6491955,10882,882
baremetal,pico,451,10000,6502836,10881,881
baremetal,pico,452,10000,6510997,8161,-1839
baremetal,pico,453,10000,6521878,10881,881
baremetal,pico,454,10000,6532759,10881,881
baremetal,pico,455,10000,6540920,8161,-1839
baremetal,pico,456,10000,6551802,10882,882
baremetal,pico,457,10000,6562683,10881,881
baremetal,pico,458,10000,6570844,8161,-1839
baremetal,pico,459,10000,6581725,10881,881
baremetal,pico,460,10000,6592607,10882,882
baremetal,pico,461,10000,6600768,8161,-1839
baremetal,pico,462,10000,6611649,10881,881
baremetal,pico,463,10000,6622530,10881,881
baremetal,pico,464,10000,6630691,8161,-1839
baremetal,pico,465,10000,6641572,10881,881
baremetal,pico,466,10000,6652454,10882,882
baremetal,pico,467,10000,6663335,10881,881
baremetal,pico,468,10000,6671496,8161,-1839
baremetal,pico,469,10000,6682377,10881,881
baremetal,pico,470,10000,6693259,10882,882
baremetal,pico,471,10000,6701419,8160,-1840
baremetal,pico,472,10000,6712301,10882,882
baremetal,pico,473,10000,6723182,10881,881
baremetal,pico,474,10000,6731343,8161,-1839
baremetal,pico,475,10000,6742224,10881,881
baremetal,pico,476,10000,6753106,10882,882
baremetal,pico,477,10000,6761267,8161,-1839
baremetal,pico,478,10000,6772148,10881,881
baremetal,pico,479,10000,6783029,10881,881
baremetal,pico,480,10000,6791190,8161,-1839
baremetal,pico,481,10000,6802071,10881,881
baremetal,pico,482,10000,6812953,10882,882
baremetal,pico,483,10000,6821114,8161,-1839
baremetal,pico,484,10000,6831995,10881,881
baremetal,pico,485,10000,6842876,10881,881
baremetal,pico,486,10000,6851037,8161,-1839
baremetal,pico,487,10000,6861919,10882,882
baremetal,pico,488,10000,6872800,10881,881
baremetal,pico,489,10000,6880961,8161,-1839
baremetal,pico,490,10000,6891842,10881,881
baremetal,pico,491,10000,6902723,10881,881
baremetal,pico,492,10000,6910884,8161,-1839
baremetal,pico,493,10000,6921766,10882,882
baremetal,pico,494,10000,6932647,10881,881
baremetal,pico,495,10000,6940808,8161,-1839
baremetal,pico,496,10000,6951689,10881,881
baremetal,pico,497,10000,6962571,10882,882
baremetal,pico,498,10000,6970732,8161,-1839
baremetal,pico,499,10000,6981613,10881,881
baremetal,pico,500,10000,6992494,10881,881
baremetal,pico,501,10000,7003375,10881,881
baremetal,pico,502,10000,7011536,8161,-1839
baremetal,pico,503,10000,7022418,10882,882
baremetal,pico,504,10000,7033299,10881,881
baremetal,pico,505,10000,7041460,8161,-1839
baremetal,pico,506,10000,7052341,10881,881
baremetal,pico,507,10000,7063223,10882,882
baremetal,pico,508,10000,7071384,8161,-1839
baremetal,pico,509,10000,7082265,10881,881
baremetal,pico,510,10000,7093146,10881,881
baremetal,pico,511,10000,7101307,8161,-1839
baremetal,pico,512,10000,7112188,10881,881
baremetal,pico,513,10000,7123070,10882,882
baremetal,pico,514,10000,7131231,8161,-1839
baremetal,pico,515,10000,7142112,10881,881
baremetal,pico,516,10000,7152993,10881,881
baremetal,pico,517,10000,7161154,8161,-1839
baremetal,pico,518,10000,7172036,10882,882
baremetal,pico,519,10000,7182917,10881,881
baremetal,pico,520,10000,7191078,8161,-1839
baremetal,pico,521,10000,7201959,10881,881
baremetal,pico,522,10000,7212840,10881,881
baremetal,pico,523,10000,7221001,8161,-1839
baremetal,pico,524,10000,7231883,10882,882
baremetal,pico,525,10000,7242764,10881,881
baremetal,pico,526,10000,7250925,8161,-1839
baremetal,pico,527,10000,7261806,10881,881
baremetal,pico,528,10000,7272688,10882,882
baremetal,pico,529,10000,7280849,8161,-1839
baremetal,pico,530,10000,7291730,10881,881
baremetal,pico,531,10000,7302611,10881,881
baremetal,pico,532,10000,7310772,8161,-1839
baremetal,pico,533,10000,7321653,10881,881
baremetal,pico,534,10000,7332535,10882,882
baremetal,pico,535,10000,7340696,8161,-1839
baremetal,pico,536,10000,7351577,10881,881
baremetal,pico,537,10000,7362458,10881,881
baremetal,pico,538,10000,7373340,10882,882
baremetal,pico,539,10000,7381501,8161,-1839
baremetal,pico,540,10000,7392382,10881,881
baremetal,pico,541,10000,7403263,10881,881
baremetal,pico,542,10000,7411424,8161,-1839
baremetal,pico,543,10000,7422305,10881,881
baremetal,pico,544,10000,7433187,10882,882
baremetal,pico,545,10000,7441348,8161,-1839
baremetal,pico,546,10000,7452229,10881,881
baremetal,pico,547,10000,7463110,10881,881
baremetal,pico,548,10000,7471271,8161,-1839
baremetal,pico,549,10000,7482153,10882,882
baremetal,pico,550,10000,7493034,10881,881
baremetal,pico,551,10000,7501195,8161,-1839
baremetal,pico,552,10000,7512076,10881,881
baremetal,pico,553,10000,7522957,10881,881
baremetal,pico,554,10000,7531118,8161,-1839
baremetal,pico,555,10000,7542000,10882,882
baremetal,pico,556,10000,7552881,10881,881
baremetal,pico,557,10000,7561042,8161,-1839
baremetal,pico,558,10000,7571923,10881,881
baremetal,pico,559,10000,7582805,10882,882
baremetal,pico,560,10000,7590966,8161,-1839
baremetal,pico,561,10000,7601847,10881,881
baremetal,pico,562,10000,7612728,10881,881
baremetal,pico,563,10000,7620889,8161,-1839
baremetal,pico,564,10000,7631770,10881,881
baremetal,pico,565,10000,7642652,10882,882
baremetal,pico,566,10000,7650813,8161,-1839
baremetal,pico,567,10000,7661694,10881,881
baremetal,pico,568,10000,7672575,10881,881
baremetal,pico,569,10000,7680736,8161,-1839
baremetal,pico,570,10000,7691618,10882,882
baremetal,pico,571,10000,7702499,10881,881
baremetal,pico,572,10000,7713380,10881,881
baremetal,pico,573,10000,7721541,8161,-1839
baremetal,pico,574,10000,7732422,10881,881
baremetal,pico,575,10000,7743304,10882,882
baremetal,pico,576,10000,7751465,8161,-1839
baremetal,pico,577,10000,7762346,10881,881
baremetal,pico,578,10000,7773227,10881,881
baremetal,pico,579,10000,7781388,8161,-1839
baremetal,pico,580,10000,7792270,10882,882
baremetal,pico,581,10000,7803151,10881,881
baremetal,pico,582,10000,7811312,8161,-1839
baremetal,pico,583,10000,7822193,10881,881
baremetal,pico,584,10000,7833074,10881,881
baremetal,pico,585,10000,7841235,8161,-1839
baremetal,pico,586,10000,7852117,10882,882
baremetal,pico,587,10000,7862998,10881,881
baremetal,pico,588,10000,7871159,8161,-1839
baremetal,pico,589,10000,7882040,10881,881
baremetal,pico,590,10000,7892922,10882,882
baremetal,pico,591,10000,7901083,8161,-1839
baremetal,pico,592,10000,7911964,10881,881
baremetal,pico,593,10000,7922845,10881,881
baremetal,pico,594,10000,7931006,8161,-1839
baremetal,pico,595,10000,7941887,10881,881
baremetal,pico,596,10000,7952769,10882,882
baremetal,pico,597,10000,7960930,8161,-1839
baremetal,pico,598,10000,7971811,10881,881
baremetal,pico,599,10000,7982692,10881,881
baremetal,pico,600,10000,7990853,8161,-1839
baremetal,pico,601,10000,8001735,10882,882
baremetal,pico,602,10000,8012616,10881,881
baremetal,pico,603,10000,8020777,8161,-1839
baremetal,pico,604,10000,8031658,10881,881
baremetal,pico,605,10000,8042539,10881,881
baremetal,pico,606,10000,8050700,8161,-1839
baremetal,pico,607,10000,8061582,10882,882
baremetal,pico,608,10000,8072463,10881,881
baremetal,pico,609,10000,8083344,10881,881
baremetal,pico,610,10000,8091505,8161,-1839
baremetal,pico,611,10000,8102386,10881,881
baremetal,pico,612,10000,8113268,10882,882
baremetal,pico,613,10000,8121429,8161,-1839
baremetal,pico,614,10000,8132310,10881,881
baremetal,pico,615,10000,8143191,10881,881
