rcv_time_ns,seq,send_time_ns,latency_ns,missing_delta,parse_status
1916746867052168,87,1916746867041038,11130,0,OK
1916746867052168,88,1916746867041038,11130,0,OK
1916746867052168,89,1916746867041038,11130,0,OK
1916746897052919,90,1916746897041438,11481,0,OK
1916746897052919,91,1916746897041438,11481,0,OK
1916746897052919,92,1916746897041438,11481,0,OK
1916746927053281,93,1916746927042263,11018,0,OK
1916746927053281,94,1916746927042263,11018,0,OK
1916746927053281,95,1916746927042263,11018,0,OK
1916746957052014,96,1916746957041051,10963,0,OK
1916746957052014,97,1916746957041051,10963,0,OK
1916746957052014,98,1916746957041051,10963,0,OK
1916746987052432,99,1916746987041432,11000,0,OK
1916746987052432,100,1916746987041432,11000,0,OK
1916746987052432,101,1916746987041432,11000,0,OK
1916747017072868,102,1916747017041072,31796,0,OK
1916747017072868,103,1916747017041072,31796,0,OK
1916747017072868,104,1916747017041072,31796,0,OK
1916747047057286,105,1916747047046045,11241,0,OK
1916747047057286,106,1916747047046045,11241,0,OK
1916747047057286,107,1916747047046045,11241,0,OK
1916747077052240,108,1916747077041092,11148,0,OK
1916747077052240,109,1916747077041092,11148,0,OK
1916747077052240,110,1916747077041092,11148,0,OK
1916747107052010,111,1916747107041325,10685,0,OK
1916747107052010,112,1916747107041325,10685,0,OK
1916747107052010,113,1916747107041325,10685,0,OK
1916747137052168,114,1916747137041057,11111,0,OK
1916747137052168,115,1916747137041057,11111,0,OK
1916747137052168,116,1916747137041057,11111,0,OK
1916747167055679,117,1916747167044679,11000,0,OK
1916747167055679,118,1916747167044679,11000,0,OK
1916747167055679,119,1916747167044679,11000,0,OK
1916747197051967,120,1916747197041059,10908,0,OK
1916747197051967,121,1916747197041059,10908,0,OK
1916747197051967,122,1916747197041059,10908,0,OK
1916747227051718,123,1916747227040959,10759,0,OK
1916747227051718,124,1916747227040959,10759,0,OK
1916747227051718,125,1916747227040959,10759,0,OK
1916747257052376,126,1916747257041599,10777,0,OK
1916747257052376,127,1916747257041599,10777,0,OK
1916747257052376,128,1916747257041599,10777,0,OK
1916747287052664,129,1916747287041961,10703,0,OK
1916747287052664,130,1916747287041961,10703,0,OK
1916747287052664,131,1916747287041961,10703,0,OK
1916747317052138,132,1916747317041101,11037,0,OK
1916747317052138,133,1916747317041101,11037,0,OK
1916747317052138,134,1916747317041101,11037,0,OK
1916747347051426,135,1916747347040796,10630,0,OK
1916747347051426,136,1916747347040796,10630,0,OK
1916747347051426,137,1916747347040796,10630,0,OK
1916747377051751,138,1916747377040955,10796,0,OK
1916747377051751,139,1916747377040955,10796,0,OK
1916747377051751,140,1916747377040955,10796,0,OK
1916747407053243,141,1916747407041669,11574,0,OK
1916747407053243,142,1916747407041669,11574,0,OK
1916747407053243,143,1916747407041669,11574,0,OK
1916747437052753,144,1916747437040994,11759,0,OK
1916747437052753,145,1916747437040994,11759,0,OK
1916747437052753,146,1916747437040994,11759,0,OK
1916747467051708,147,1916747467040930,10778,0,OK
1916747467051708,148,1916747467040930,10778,0,OK
1916747467051708,149,1916747467040930,10778,0,OK
1916747497056478,150,1916747497044866,11612,0,OK
1916747497056478,151,1916747497044866,11612,0,OK
1916747497056478,152,1916747497044866,11612,0,OK
1916747527051655,153,1916747527040895,10760,0,OK
1916747527051655,154,1916747527040895,10760,0,OK
1916747527051655,155,1916747527040895,10760,0,OK
1916747557051739,156,1916747557041035,10704,0,OK
1916747557051739,157,1916747557041035,10704,0,OK
1916747557051739,158,1916747557041035,10704,0,OK
1916747587051397,159,1916747587040768,10629,0,OK
1916747587051397,160,1916747587040768,10629,0,OK
1916747587051397,161,1916747587040768,10629,0,OK
1916747617055704,162,1916747617044574,11130,0,OK
1916747617055704,163,1916747617044574,11130,0,OK
1916747617055704,164,1916747617044574,11130,0,OK
1916747647051585,165,1916747647040825,10760,0,OK
1916747647051585,166,1916747647040825,10760,0,OK
1916747647051585,167,1916747647040825,10760,0,OK
1916747677051891,168,1916747677041114,10777,0,OK
1916747677051891,169,1916747677041114,10777,0,OK
1916747677051891,170,1916747677041114,10777,0,OK
1916747707051513,171,1916747707040754,10759,0,OK
1916747707051513,172,1916747707040754,10759,0,OK
1916747707051513,173,1916747707040754,10759,0,OK
1916747737053282,174,1916747737042301,10981,0,OK
1916747737053282,175,1916747737042301,10981,0,OK
1916747737053282,176,1916747737042301,10981,0,OK
1916747767051571,177,1916747767040811,10760,0,OK
1916747767051571,178,1916747767040811,10760,0,OK
1916747767051571,179,1916747767040811,10760,0,OK
1916747797052655,180,1916747797041766,10889,0,OK
1916747797052655,181,1916747797041766,10889,0,OK
1916747797052655,182,1916747797041766,10889,0,OK
1916747827051591,183,1916747827040888,10703,0,OK
1916747827051591,184,1916747827040888,10703,0,OK
1916747827051591,185,1916747827040888,10703,0,OK
1916747857055694,186,1916747857044435,11259,0,OK
1916747857055694,187,1916747857044435,11259,0,OK
1916747857055694,188,1916747857044435,11259,0,OK
1916747887051556,189,1916747887040853,10703,0,OK
1916747887051556,190,1916747887040853,10703,0,OK
1916747887051556,191,1916747887040853,10703,0,OK
1916747917052733,192,1916747917041326,11407,0,OK
1916747917052733,193,1916747917041326,11407,0,OK
1916747917052733,194,1916747917041326,11407,0,OK
1916747947051596,195,1916747947040725,10871,0,OK
1916747947051596,196,1916747947040725,10871,0,OK
1916747947051596,197,1916747947040725,10871,0,OK
1916747977055680,198,1916747977044587,11093,0,OK
1916747977055680,199,1916747977044587,11093,0,OK
1916747977055680,200,1916747977044587,11093,0,OK
1916748007068153,201,1916748007040839,27314,0,OK
1916748007068153,202,1916748007040839,27314,0,OK
1916748007068153,203,1916748007040839,27314,0,OK
1916748037059997,204,1916748037040849,19148,0,OK
1916748037059997,205,1916748037040849,19148,0,OK
1916748037059997,206,1916748037040849,19148,0,OK
1916748067055933,207,1916748067041933,14000,0,OK
1916748067055933,208,1916748067041933,14000,0,OK
1916748067055933,209,1916748067041933,14000,0,OK
1916748097054184,210,1916748097042944,11240,0,OK
1916748097054184,211,1916748097042944,11240,0,OK
1916748097054184,212,1916748097042944,11240,0,OK
1916748127052047,213,1916748127040750,11297,0,OK
1916748127052047,214,1916748127040750,11297,0,OK
1916748127052047,215,1916748127040750,11297,0,OK
1916748157053205,216,1916748157041020,12185,0,OK
1916748157053205,217,1916748157041020,12185,0,OK
1916748157053205,218,1916748157041020,12185,0,OK
1916748187052456,219,1916748187041215,11241,0,OK
1916748187052456,220,1916748187041215,11241,0,OK
1916748187052456,221,1916748187041215,11241,0,OK
1916748217055707,222,1916748217044615,11092,0,OK
1916748217055707,223,1916748217044615,11092,0,OK
1916748217055707,224,1916748217044615,11092,0,OK
1916748247052125,225,1916748247040829,11296,0,OK
1916748247052125,226,1916748247040829,11296,0,OK
1916748247052125,227,1916748247040829,11296,0,OK
1916748277051932,228,1916748277041135,10797,0,OK
1916748277051932,229,1916748277041135,10797,0,OK
1916748277051932,230,1916748277041135,10797,0,OK
1916748307051368,231,1916748307040757,10611,0,OK
1916748307051368,232,1916748307040757,10611,0,OK
1916748307051368,233,1916748307040757,10611,0,OK
1916748337055674,234,1916748337044545,11129,0,OK
1916748337055674,235,1916748337044545,11129,0,OK
1916748337055674,236,1916748337044545,11129,0,OK
1916748367051648,237,1916748367040833,10815,0,OK
1916748367051648,238,1916748367040833,10815,0,OK
1916748367051648,239,1916748367040833,10815,0,OK
1916748397051973,240,1916748397041121,10852,0,OK
1916748397051973,241,1916748397041121,10852,0,OK
1916748397051973,242,1916748397041121,10852,0,OK
1916748427052798,243,1916748427041409,11389,0,OK
1916748427052798,244,1916748427041409,11389,0,OK
1916748427052798,245,1916748427041409,11389,0,OK
1916748457053216,246,1916748457042290,10926,0,OK
1916748457053216,247,1916748457042290,10926,0,OK
1916748457053216,248,1916748457042290,10926,0,OK
1916748487051708,249,1916748487040837,10871,0,OK
1916748487051708,250,1916748487040837,10871,0,OK
1916748487051708,251,1916748487040837,10871,0,OK
1916748517052125,252,1916748517041051,11074,0,OK
1916748517052125,253,1916748517041051,11074,0,OK
1916748517052125,254,1916748517041051,11074,0,OK
1916748547051543,255,1916748547040840,10703,0,OK
1916748547051543,256,1916748547040840,10703,0,OK
1916748547051543,257,1916748547040840,10703,0,OK
1916748577055720,258,1916748577044424,11296,0,OK
1916748577055720,259,1916748577044424,11296,0,OK
1916748577055720,260,1916748577044424,11296,0,OK
1916748607051527,261,1916748607040842,10685,0,OK
1916748607051527,262,1916748607040842,10685,0,OK
1916748607051527,263,1916748607040842,10685,0,OK
1916748637053130,264,1916748637041500,11630,0,OK
1916748637053130,265,1916748637041500,11630,0,OK
1916748637053130,266,1916748637041500,11630,0,OK
1916748667052992,267,1916748667041214,11778,0,OK
1916748667052992,268,1916748667041214,11778,0,OK
1916748667052992,269,1916748667041214,11778,0,OK
1916748697057002,270,1916748697045799,11203,0,OK
1916748697057002,271,1916748697045799,11203,0,OK
1916748697057002,272,1916748697045799,11203,0,OK
1916748727051587,273,1916748727040828,10759,0,OK
1916748727051587,274,1916748727040828,10759,0,OK
1916748727051587,275,1916748727040828,10759,0,OK
1916748757051801,276,1916748757041042,10759,0,OK
1916748757051801,277,1916748757041042,10759,0,OK
1916748757051801,278,1916748757041042,10759,0,OK
1916748787051478,279,1916748787040830,10648,0,OK
1916748787051478,280,1916748787040830,10648,0,OK
1916748787051478,281,1916748787040830,10648,0,OK
1916748817053081,282,1916748817042007,11074,0,OK
1916748817053081,283,1916748817042007,11074,0,OK
1916748817053081,284,1916748817042007,11074,0,OK
1916748847051610,285,1916748847040758,10852,0,OK
1916748847051610,286,1916748847040758,10852,0,OK
1916748847051610,287,1916748847040758,10852,0,OK
1916748877053102,288,1916748877041046,12056,0,OK
1916748877053102,289,1916748877041046,12056,0,OK
1916748877053102,290,1916748877041046,12056,0,OK
1916748907051279,291,1916748907040760,10519,0,OK
1916748907051279,292,1916748907040760,10519,0,OK
1916748907051279,293,1916748907040760,10519,0,OK
1916748937053215,294,1916748937041659,11556,0,OK
1916748937053215,295,1916748937041659,11556,0,OK
1916748937053215,296,1916748937041659,11556,0,OK
1916748967051521,297,1916748967040910,10611,0,OK
1916748967051521,298,1916748967040910,10611,0,OK
1916748967051521,299,1916748967040910,10611,0,OK
1916748997066476,300,1916748997040939,25537,0,OK
1916748997066476,301,1916748997040939,25537,0,OK
1916748997066476,302,1916748997040939,25537,0,OK
1916749027058764,303,1916749027043413,15351,0,OK
1916749027058764,304,1916749027043413,15351,0,OK
1916749027058764,305,1916749027043413,15351,0,OK
1916749057061590,306,1916749057041182,20408,0,OK
1916749057061590,307,1916749057041182,20408,0,OK
1916749057061590,308,1916749057041182,20408,0,OK
1916749087060155,309,1916749087043896,16259,0,OK
1916749087060155,310,1916749087043896,16259,0,OK
1916749087060155,311,1916749087043896,16259,0,OK
1916749117058925,312,1916749117042925,16000,0,OK
1916749117058925,313,1916749117042925,16000,0,OK
1916749117058925,314,1916749117042925,16000,0,OK
1916749147063343,315,1916749147047621,15722,0,OK
1916749147063343,316,1916749147047621,15722,0,OK
1916749147063343,317,1916749147047621,15722,0,OK
1916749177058353,318,1916749177042946,15407,0,OK
1916749177058353,319,1916749177042946,15407,0,OK
1916749177058353,320,1916749177042946,15407,0,OK
1916749207059586,321,1916749207042827,16759,0,OK
1916749207059586,322,1916749207042827,16759,0,OK
1916749207059586,323,1916749207042827,16759,0,OK
1916749237057726,324,1916749237042726,15000,0,OK
1916749237057726,325,1916749237042726,15000,0,OK
1916749237057726,326,1916749237042726,15000,0,OK
1916749267062329,327,1916749267043662,18667,0,OK
1916749267062329,328,1916749267043662,18667,0,OK
1916749267062329,329,1916749267043662,18667,0,OK
1916749297057950,330,1916749297042524,15426,0,OK
1916749297057950,331,1916749297042524,15426,0,OK
1916749297057950,332,1916749297042524,15426,0,OK
1916749327057312,333,1916749327042183,15129,0,OK
1916749327057312,334,1916749327042183,15129,0,OK
1916749327057312,335,1916749327042183,15129,0,OK
1916749357059249,336,1916749357042841,16408,0,OK
1916749357059249,337,1916749357042841,16408,0,OK
1916749357059249,338,1916749357042841,16408,0,OK
1916749387062352,339,1916749387046703,15649,0,OK
1916749387062352,340,1916749387046703,15649,0,OK
1916749387062352,341,1916749387046703,15649,0,OK
1916749417058121,342,1916749417042621,15500,0,OK
1916749417058121,343,1916749417042621,15500,0,OK
1916749417058121,344,1916749417042621,15500,0,OK
1916749447057539,345,1916749447042539,15000,0,OK
1916749447057539,346,1916749447042539,15000,0,OK
1916749447057539,347,1916749447042539,15000,0,OK
1916749477057401,348,1916749477042586,14815,0,OK
1916749477057401,349,1916749477042586,14815,0,OK
1916749477057401,350,1916749477042586,14815,0,OK
1916749507061226,351,1916749507046060,15166,0,OK
1916749507061226,352,1916749507046060,15166,0,OK
1916749507061226,353,1916749507046060,15166,0,OK
1916749537057626,354,1916749537042552,15074,0,OK
1916749537057626,355,1916749537042552,15074,0,OK
1916749537057626,356,1916749537042552,15074,0,OK
1916749567056692,357,1916749567041932,14760,0,OK
1916749567056692,358,1916749567041932,14760,0,OK
1916749567056692,359,1916749567041932,14760,0,OK
1916749597059239,360,1916749597042554,16685,0,OK
1916749597059239,361,1916749597042554,16685,0,OK
1916749597059239,362,1916749597042554,16685,0,OK
1916749627061805,363,1916749627045990,15815,0,OK
1916749627061805,364,1916749627045990,15815,0,OK
1916749627061805,365,1916749627045990,15815,0,OK
1916749657057704,366,1916749657042537,15167,0,OK
1916749657057704,367,1916749657042537,15167,0,OK
1916749657057704,368,1916749657042537,15167,0,OK
1916749687057214,369,1916749687042177,15037,0,OK
1916749687057214,370,1916749687042177,15037,0,OK
1916749687057214,371,1916749687042177,15037,0,OK
1916749717057614,372,1916749717042392,15222,0,OK
1916749717057614,373,1916749717042392,15222,0,OK
1916749717057614,374,1916749717042392,15222,0,OK
1916749747061754,375,1916749747043383,18371,0,OK
1916749747061754,376,1916749747043383,18371,0,OK
1916749747061754,377,1916749747043383,18371,0,OK
1916749777058227,378,1916749777042635,15592,0,OK
1916749777058227,379,1916749777042635,15592,0,OK
1916749777058227,380,1916749777042635,15592,0,OK
1916749807057034,381,1916749807042034,15000,0,OK
1916749807057034,382,1916749807042034,15000,0,OK
1916749807057034,383,1916749807042034,15000,0,OK
1916749837058248,384,1916749837042618,15630,0,OK
1916749837058248,385,1916749837042618,15630,0,OK
1916749837058248,386,1916749837042618,15630,0,OK
1916749867061795,387,1916749867043592,18203,0,OK
1916749867061795,388,1916749867043592,18203,0,OK
1916749867061795,389,1916749867043592,18203,0,OK
1916749897058824,390,1916749897042639,16185,0,OK
1916749897058824,391,1916749897042639,16185,0,OK
1916749897058824,392,1916749897042639,16185,0,OK
1916749927057020,393,1916749927042112,14908,0,OK
1916749927057020,394,1916749927042112,14908,0,OK
1916749927057020,395,1916749927042112,14908,0,OK
1916749957057549,396,1916749957042160,15389,0,OK
1916749957057549,397,1916749957042160,15389,0,OK
1916749957057549,398,1916749957042160,15389,0,OK
1916749987061596,399,1916749987046670,14926,0,OK
1916749987061596,400,1916749987046670,14926,0,OK
1916749987061596,401,1916749987046670,14926,0,OK
1916750017075088,402,1916750017042218,32870,0,OK
1916750017075088,403,1916750017042218,32870,0,OK
1916750017075088,404,1916750017042218,32870,0,OK
1916750047057654,405,1916750047042580,15074,0,OK
1916750047057654,406,1916750047042580,15074,0,OK
1916750047057654,407,1916750047042580,15074,0,OK
1916750077058220,408,1916750077042072,16148,0,OK
1916750077058220,409,1916750077042072,16148,0,OK
1916750077058220,410,1916750077042072,16148,0,OK
1916750107057212,411,1916750107042193,15019,0,OK
1916750107057212,412,1916750107042193,15019,0,OK
1916750107057212,413,1916750107042193,15019,0,OK
1916750137057018,414,1916750137042518,14500,0,OK
1916750137057018,415,1916750137042518,14500,0,OK
1916750137057018,416,1916750137042518,14500,0,OK
1916750167057418,417,1916750167042399,15019,0,OK
1916750167057418,418,1916750167042399,15019,0,OK
1916750167057418,419,1916750167042399,15019,0,OK
1916750197063687,420,1916750197044391,19296,0,OK
1916750197063687,421,1916750197044391,19296,0,OK
1916750197063687,422,1916750197044391,19296,0,OK
1916750227058642,423,1916750227042661,15981,0,OK
1916750227058642,424,1916750227042661,15981,0,OK
1916750227058642,425,1916750227042661,15981,0,OK
1916750257058078,426,1916750257042652,15426,0,OK
1916750257058078,427,1916750257042652,15426,0,OK
1916750257058078,428,1916750257042652,15426,0,OK
1916750287057070,429,1916750287042089,14981,0,OK
1916750287057070,430,1916750287042089,14981,0,OK
1916750287057070,431,1916750287042089,14981,0,OK
1916750317063692,432,1916750317043858,19834,0,OK
1916750317063692,433,1916750317043858,19834,0,OK
1916750317063692,434,1916750317043858,19834,0,OK
1916750347057646,435,1916750347042202,15444,0,OK
1916750347057646,436,1916750347042202,15444,0,OK
1916750347057646,437,1916750347042202,15444,0,OK
1916750377057620,438,1916750377042398,15222,0,OK
1916750377057620,439,1916750377042398,15222,0,OK
1916750377057620,440,1916750377042398,15222,0,OK
1916750407057371,441,1916750407041982,15389,0,OK
1916750407057371,442,1916750407041982,15389,0,OK
1916750407057371,443,1916750407041982,15389,0,OK
1916750437061937,444,1916750437046789,15148,0,OK
1916750437061937,445,1916750437046789,15148,0,OK
1916750437061937,446,1916750437046789,15148,0,OK
1916750467058373,447,1916750467042466,15907,0,OK
1916750467058373,448,1916750467042466,15907,0,OK
1916750467058373,449,1916750467042466,15907,0,OK
1916750497057476,450,1916750497042513,14963,0,OK
1916750497057476,451,1916750497042513,14963,0,OK
1916750497057476,452,1916750497042513,14963,0,OK
1916750527056949,453,1916750527041968,14981,0,OK
1916750527056949,454,1916750527041968,14981,0,OK
1916750527056949,455,1916750527041968,14981,0,OK
1916750557061645,456,1916750557046867,14778,0,OK
1916750557061645,457,1916750557046867,14778,0,OK
1916750557061645,458,1916750557046867,14778,0,OK
1916750587056711,459,1916750587042063,14648,0,OK
1916750587056711,460,1916750587042063,14648,0,OK
1916750587056711,461,1916750587042063,14648,0,OK
1916750617057647,462,1916750617042407,15240,0,OK
1916750617057647,463,1916750617042407,15240,0,OK
1916750617057647,464,1916750617042407,15240,0,OK
1916750647057232,465,1916750647041917,15315,0,OK
1916750647057232,466,1916750647041917,15315,0,OK
1916750647057232,467,1916750647041917,15315,0,OK
1916750677061853,468,1916750677047020,14833,0,OK
1916750677061853,469,1916750677047020,14833,0,OK
1916750677061853,470,1916750677047020,14833,0,OK
1916750707057271,471,1916750707041975,15296,0,OK
1916750707057271,472,1916750707041975,15296,0,OK
1916750707057271,473,1916750707041975,15296,0,OK
1916750737057337,474,1916750737042467,14870,0,OK
1916750737057337,475,1916750737042467,14870,0,OK
1916750737057337,476,1916750737042467,14870,0,OK
1916750767056995,477,1916750767041940,15055,0,OK
1916750767056995,478,1916750767041940,15055,0,OK
1916750767056995,479,1916750767041940,15055,0,OK
1916750797062432,480,1916750797046710,15722,0,OK
1916750797062432,481,1916750797046710,15722,0,OK
1916750797062432,482,1916750797046710,15722,0,OK
1916750827057275,483,1916750827042090,15185,0,OK
1916750827057275,484,1916750827042090,15185,0,OK
1916750827057275,485,1916750827042090,15185,0,OK
1916750857058490,486,1916750857042082,16408,0,OK
1916750857058490,487,1916750857042082,16408,0,OK
1916750857058490,488,1916750857042082,16408,0,OK
1916750887057204,489,1916750887042296,14908,0,OK
1916750887057204,490,1916750887042296,14908,0,OK
1916750887057204,491,1916750887042296,14908,0,OK
1916750917062566,492,1916750917044214,18352,0,OK
1916750917062566,493,1916750917044214,18352,0,OK
1916750917062566,494,1916750917044214,18352,0,OK
1916750947057373,495,1916750947042095,15278,0,OK
1916750947057373,496,1916750947042095,15278,0,OK
1916750947057373,497,1916750947042095,15278,0,OK
1916750977056735,498,1916750977041494,15241,0,OK
1916750977056735,499,1916750977041494,15241,0,OK
1916750977056735,500,1916750977041494,15241,0,OK
1916751007074319,501,1916751007042486,31833,0,OK
1916751007074319,502,1916751007042486,31833,0,OK
1916751007074319,503,1916751007042486,31833,0,OK
1916751037060478,504,1916751037043885,16593,0,OK
1916751037060478,505,1916751037043885,16593,0,OK
1916751037060478,506,1916751037043885,16593,0,OK
1916751067057136,507,1916751067042099,15037,0,OK
1916751067057136,508,1916751067042099,15037,0,OK
1916751067057136,509,1916751067042099,15037,0,OK
1916751097060073,510,1916751097043517,16556,0,OK
1916751097060073,511,1916751097043517,16556,0,OK
1916751097060073,512,1916751097043517,16556,0,OK
1916751127062713,513,1916751127047379,15334,0,OK
1916751127062713,514,1916751127047379,15334,0,OK
1916751127062713,515,1916751127047379,15334,0,OK
1916751157058334,516,1916751157042816,15518,0,OK
1916751157058334,517,1916751157042816,15518,0,OK
1916751157058334,518,1916751157042816,15518,0,OK
1916751187057030,519,1916751187042048,14982,0,OK
1916751187057030,520,1916751187042048,14982,0,OK
1916751187057030,521,1916751187042048,14982,0,OK
1916751217058077,522,1916751217042448,15629,0,OK
1916751217058077,523,1916751217042448,15629,0,OK
1916751217058077,524,1916751217042448,15629,0,OK
1916751247058736,525,1916751247042828,15908,0,OK
1916751247058736,526,1916751247042828,15908,0,OK
1916751247058736,527,1916751247042828,15908,0,OK
1916751277057616,528,1916751277042616,15000,0,OK
1916751277057616,529,1916751277042616,15000,0,OK
1916751277057616,530,1916751277042616,15000,0,OK
1916751307056831,531,1916751307041997,14834,0,OK
1916751307056831,532,1916751307041997,14834,0,OK
1916751307056831,533,1916751307041997,14834,0,OK
1916751337063063,534,1916751337044082,18981,0,OK
1916751337063063,535,1916751337044082,18981,0,OK
1916751337063063,536,1916751337044082,18981,0,OK
1916751367057611,537,1916751367042092,15519,0,OK
1916751367057611,538,1916751367042092,15519,0,OK
1916751367057611,539,1916751367042092,15519,0,OK
1916751397057639,540,1916751397042473,15166,0,OK
1916751397057639,541,1916751397042473,15166,0,OK
1916751397057639,542,1916751397042473,15166,0,OK
1916751427056928,543,1916751427042039,14889,0,OK
1916751427056928,544,1916751427042039,14889,0,OK
1916751427056928,545,1916751427042039,14889,0,OK
1916751457062068,546,1916751457046845,15223,0,OK
1916751457062068,547,1916751457046845,15223,0,OK
1916751457062068,548,1916751457046845,15223,0,OK
1916751487056948,549,1916751487041893,15055,0,OK
1916751487056948,550,1916751487041893,15055,0,OK
1916751487056948,551,1916751487041893,15055,0,OK
1916751517057848,552,1916751517042940,14908,0,OK
1916751517057848,553,1916751517042940,14908,0,OK
1916751517057848,554,1916751517042940,14908,0,OK
1916751547057136,555,1916751547042099,15037,0,OK
1916751547057136,556,1916751547042099,15037,0,OK
1916751547057136,557,1916751547042099,15037,0,OK
1916751577061924,558,1916751577046961,14963,0,OK
1916751577061924,559,1916751577046961,14963,0,OK
1916751577061924,560,1916751577046961,14963,0,OK
1916751607057305,561,1916751607042083,15222,0,OK
1916751607057305,562,1916751607042083,15222,0,OK
1916751607057305,563,1916751607042083,15222,0,OK
1916751637057760,564,1916751637042556,15204,0,OK
1916751637057760,565,1916751637042556,15204,0,OK
1916751637057760,566,1916751637042556,15204,0,OK
1916751667057566,567,1916751667042048,15518,0,OK
1916751667057566,568,1916751667042048,15518,0,OK
1916751667057566,569,1916751667042048,15518,0,OK
1916751697062780,570,1916751697047132,15648,0,OK
1916751697062780,571,1916751697047132,15648,0,OK
1916751697062780,572,1916751697047132,15648,0,OK
1916751727057254,573,1916751727042143,15111,0,OK
1916751727057254,574,1916751727042143,15111,0,OK
1916751727057254,575,1916751727042143,15111,0,OK
1916751757059005,576,1916751757042505,16500,0,OK
1916751757059005,577,1916751757042505,16500,0,OK
1916751757059005,578,1916751757042505,16500,0,OK
1916751787056608,579,1916751787041941,14667,0,OK
